,imdb_id,popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,release_month,release_month_num
3553,tt1594562,0.604152,750000,78396,The Innkeepers,Sara Paxton|Pat Healy|Kelly McGillis|George Riddle|Lena Dunham,Ti West,anti terror|terror|beer|supernatural|towel,102,Horror|Thriller,Glass Eye Pix|Dark Sky Films,2011-12-01,104,5.2,2011,727048.5319436042,75996.92894700107,December,12
3554,tt1498569,0.601594,8000000,163265,Restless,Mia Wasikowska|Henry Hopper|Ryo Kase|Schuyler Fisk|Jane Adams,Gus Van Sant,japanese|sadness|book|funeral|young people,91,Drama|Romance,Columbia Pictures|Imagine Entertainment|360 Pictures,2011-09-16,93,6.3,2011,7755184.340731779,158268.77142369674,September,9
3555,tt1579232,0.598246,5000000,0,Freerunner,Sean Faris|Danny Dyer|Tamer Hassan|Amanda Fuller|Seymour Cassel,Lawrence Silverstein,,87,Action,Vitamin A Films|Strategic Film Partners|Satori!films,2011-09-14,24,4.1,2011,4846990.212957362,0.0,September,9
3556,tt1083448,0.5970949999999999,0,0,A Princess for Christmas,Katie McGrath|Roger Moore|Leilah de Meza|Sam Heughan|Charlotte Salt,Michael Damian,holiday|servant|butler|prince|castle,89,Comedy|Drama|Family,Motion Picture Corporation of America (MPCA)|Riviera Films,2011-12-03,34,6.5,2011,0.0,0.0,December,12
3557,tt1372686,0.597001,7700000,1072602,Coriolanus,Gerard Butler|Ralph Fiennes|Lubna Azabal|Ashraf Barhom|Jessica Chastain,Ralph Fiennes,senate|general|market|tragedy|rivalry,123,Drama|Thriller,BBC Films|Synchronistic Pictures|Icon Entertainment International|Lipsync Productions|Atlantic Swiss Productions,2011-02-14,76,5.7,2011,7464364.927954338,1039778.2792796984,February,2
3558,tt1616195,0.588821,35000000,84606030,J. Edgar,Leonardo DiCaprio|Armie Hammer|Naomi Watts|Judi Dench|Geoff Pierson,Clint Eastwood,biography|historical figure|fbi director,137,Drama|Crime|History,Imagine Entertainment|Malpaso Productions|Wintergreen Productions,2011-11-09,428,5.8,2011,33928931.49070153,82016919.8734354,November,11
3559,tt0881320,0.5870449999999999,30000000,108609310,Sanctum,Ioan Gruffudd|Richard Roxburgh|Alice Parkinson|Daniel Wyllie|Allison Cratchley,Alister Grierson,cave|water|adventure,108,Action|Thriller,Universal Pictures|Wayfare Entertainment|Sanctum Australia|Relativity Media|Great Wight Productions/ Osford Films,2011-02-03,193,5.7,2011,29081941.27774417,105285652.52121045,February,2
3560,tt1510938,0.5854590000000001,0,0,The Sunset Limited,Tommy Lee Jones|Samuel L. Jackson,Tommy Lee Jones,,90,Drama,The Javelina Film Company|HBO Films,2011-02-12,45,7.0,2011,0.0,0.0,February,2
3561,tt1742650,0.58425,24000000,30551495,I Don't Know How She Does It,Sarah Jessica Parker|Pierce Brosnan|Sarah Shahi|Busy Philipps|Olivia Munn,Douglas McGrath,pregnancy|claim in title|family vacation|widower|working mum,89,Comedy,The Weinstein Company,2011-09-16,94,5.2,2011,23265553.02219533,29616559.451243155,September,9
3562,tt1571222,0.5806939999999999,15000000,27462041,A Dangerous Method,Keira Knightley|Viggo Mortensen|Michael Fassbender|Sarah Gadon|Vincent Cassel,David Cronenberg,based on novel|psychoanalysis|sigmund freud|biography|spanking,99,Drama|Thriller,Recorded Pictures Company|The Movie Network|Millbrook Pictures|Prospero Pictures|Lago Film,2011-09-30,308,5.9,2011,14540970.638872085,26621648.79096676,September,9
3563,tt1596346,0.578282,18000000,47088990,Soul Surfer,AnnaSophia Robb|Helen Hunt|Lorraine Nicholson|Carrie Underwood|Dennis Quaid,Sean McNamara,competition|based on novel|shark attack|surfing|biography,106,Action|Drama,Mandalay Pictures|TriStar Pictures|Brookwell-McNamara Entertainment|FilmDistrict|Affirm Films,2011-04-08,225,6.9,2011,17449164.7666465,45647974.73360942,April,4
3564,tt1622547,0.570978,28000000,40547440,30 Minutes or Less,Jesse Eisenberg|Danny McBride|Aziz Ansari|Bianca Kajlich|Nick Swardson,Ruben Fleischer,pizza delivery|adventure|pizza boy|number in title|comedy,83,Action|Comedy|Adventure,Columbia Pictures,2011-08-11,337,5.5,2011,27143145.19256123,39306608.96809517,August,8
3565,tt1687901,0.570634,4798235,209696,The Awakening,Rebecca Hall|Dominic West|Imelda Staunton|Isaac Hempstead Wright|Lucy Cohu,Nick Murphy ,suicide|england|classroom|investigation|supernatural,107,Drama|Horror|Thriller,BBC Films|Studio Canal|Creative Scotland|Origin Pictures|Lipsync Productions,2011-08-17,243,6.2,2011,4651399.616893893,203278.89193926138,August,8
3566,tt0844993,0.566856,30000000,13521829,Hoodwinked Too! Hood VS. Evil,Hayden Panettiere|Bill Hader|Joan Cusack|Patrick Warburton|Glenn Close,Mike Disa,witch|wolf|little red riding hood|sequel|computer animation,86,Comedy|Animation|Family,HW Two,2011-04-29,86,4.9,2011,29081941.27774417,13108034.564856606,April,4
3567,tt1683526,0.5645560000000001,0,72689,Detachment,Adrien Brody|Marcia Gay Harden|James Caan|Christina Hendricks|Lucy Liu,Tony Kaye,classroom|grandfather|face slap|falsely accused|unhappiness,97,Drama,Appian Way|Kingsgate Films|Paper Street Films,2011-04-24,181,7.1,2011,0.0,70464.57431793152,April,4
3568,tt1321861,0.564107,0,0,Carjacked,Maria Bello|Stephen Dorff|Joanna Cassidy|Catherine Dent|Kristen Kerr,John Bonito,robber|one word title,89,Action|Thriller,Hollywood Media Bridge,2011-11-22,18,5.1,2011,0.0,0.0,November,11
3569,tt1629443,0.562704,0,0,Foster,Toni Collette|Ioan Gruffudd|Maurice Cole|Richard E. Grant|Anne Reid,Jonathan Newman,,90,Comedy|Drama|Family,Kintop Pictures|Reliance Big Pictures|StarLight Films,2011-02-10,11,6.9,2011,0.0,0.0,February,2
3570,tt1672723,0.559451,0,0,Batman: Year One,Ben McKenzie|Bryan Cranston|Eliza Dushku|Katee Sackhoff|Alex Rocco,Sam Liu|Lauren Montgomery,dc comics|superhero|based on comic book|police corruption|based on graphic novel,64,Action|Adventure|Animation|Science Fiction|Crime,DC Comics|Warner Bros. Animation|Warner Premiere,2011-09-27,161,7.1,2011,0.0,0.0,September,9
3571,tt1630626,0.545038,7000000,0,Blue Crush 2,Sharni Vinson|Gideon Emery|Elizabeth Mathis|Patrick Lyster|Ben Milliken,Mike Elliott,ocean|nightclub|south africa|surfing|sequel,113,Drama|Romance,Imagine Entertainment|Universal Studios Home Entertainment|Moonlighting Films,2011-06-07,21,5.2,2011,6785786.298140308,0.0,June,6
3572,tt1205558,0.540954,0,0,Hick,Chloë Grace Moretz|Blake Lively|Eddie Redmayne|Alec Baldwin|Juliette Lewis,Derick Martini,child abandonment|duringcreditsstinger,99,Comedy|Drama,Stone River Productions|Taylor Lane Productions|Lighthouse Home Entertainment,2011-09-10,96,5.7,2011,0.0,0.0,September,9
3573,tt1486193,0.539108,20000000,17479,5 Days of War,Rupert Friend|Val Kilmer|Andy García|Dean Cain|Emmanuelle Chriqui,Renny Harlin,number in title|digit in title,113,War|Drama,Midnight Sun Pictures|Dispictures|Georgia International Films|Rex Media,2011-04-14,29,5.9,2011,19387960.851829447,16944.108386456344,April,4
3574,tt1846444,0.534119,0,0,2012: Ice Age,Patrick Labyorteaux|Julie McCullough|Nick Afanasiev|Katie Wilson|Kyle Morris,Trey Stokes|Travis Fort,,91,Action|Adventure|Science Fiction,,2011-06-27,63,4.0,2011,0.0,0.0,June,6
3575,tt1436568,0.531976,8000000,0,Assassination Games,Jean-Claude Van Damme|Scott Adkins|Kevin Chapman|Ivan Kaye|Valentin Teodosiu,Ernie Barbarash,fight|anti hero|karate|blood splatter|drug cartel,101,Action,Mediapro Studios|Motion Picture Corporation of America (MPCA)|Rodin Entertainment,2011-07-28,54,5.8,2011,7755184.340731779,0.0,July,7
3576,tt1067583,0.530139,38000000,114156230,Water for Elephants,Robert Pattinson|Reese Witherspoon|Christoph Waltz|Tatum Etheridge|Hal Holbrook,Francis Lawrence,clown|elephant trainer|veterinary,120,Drama|Romance,Ingenious Media|Dune Entertainment|Fox 2000 Pictures|Flashpoint Entertainment|Big Screen Productions,2011-03-15,558,6.7,2011,36837125.61847595,110662825.91162191,March,3
3577,tt1462041,0.528255,50000000,38502340,Dream House,Daniel Craig|Naomi Watts|Rachel Weisz|Marton Csokas|Elias Koteas,Jim Sheridan,two word title|house fire|extension ladder|last day on job,92,Drama|Thriller|Mystery,Cliffjack Motion Pictures|Morgan Creek Productions,2011-09-30,235,5.9,2011,48469902.12957362,37324093.03119135,September,9
3578,tt1554091,0.524684,10000000,1759252,A Better Life,Demián Bichir|José Julián|Chelsea Rendon|Dolores Heredia|Joaquín Cosio,Chris Weitz,california|garden|immigrant|truck|illegal immigrant,98,Drama,Summit Entertainment|Witt/Thomas Productions|Depth of Field|McLaughlin Films|Lime Orchard Productions,2011-06-24,27,6.6,2011,9693980.425914723,1705415.4452251329,June,6
3579,tt1083462,0.523036,0,0,Mardi Gras: Spring Break,Danneel Ackles|Arielle Kebbel|Carmen Electra|Nicholas D'Agosto|Marcelle Baer,Phil Dornfeld,,88,Comedy,"Screen Gems|Holding Pictures|Maxim Magazine|Moving Pictures, DPI|Terra Firma Films",2011-09-23,24,4.4,2011,0.0,0.0,September,9
3580,tt1533058,0.521522,4000000,0,Julia X,Valerie Azlynn|Kevin Sorbo|Alicia Leigh Willis|Joel David Moore|Ving Rhames,P.J. Pettiette,,92,Horror,Dixie Theatrical Corporation,2011-09-24,15,4.1,2011,3877592.1703658896,0.0,September,9
3581,tt1436559,0.5204300000000001,1,1378,"Love, Wedding, Marriage",Mandy Moore|Kellan Lutz|Jessica Szohr|Autumn Federici|James Brolin,Dermot Mulroney,wedding vows|marriage|love,90,Comedy|Romance,120dB Films|Scion Films|Voodoo Production Services|Chydzik Media Group|First Wedding Productions,2011-06-03,55,5.3,2011,0.9693980425914724,1335.8305026910487,June,6
3582,tt1606180,0.514888,0,0,That's What I Am,Ed Harris|Molly Parker|Amy Madigan|Randy Orton|Chase Ellison,Michael Pavone,,101,Comedy|Drama|Family,WWE Studios,2011-04-01,28,6.7,2011,0.0,0.0,April,4
3583,tt1640548,0.512775,12000000,972512,Rampart,Woody Harrelson|Steve Buscemi|Ben Foster|Robin Wright|Jon Bernthal,Oren Moverman,confession|one-night stand|title spoken by character|police corruption|racial violence,108,Crime|Drama|Action|Thriller,Lightstream Pictures|Waypoint Entertainment|TheThird Mind Pictures|Amalgam Features,2011-12-10,63,5.2,2011,11632776.511097668,942751.229196718,December,12
3584,tt1441326,0.509793,0,3538446,Martha Marcy May Marlene,Elizabeth Olsen|Hugh Dancy|John Hawkes|Sarah Paulson|Brady Corbet,Sean Durkin,sexual abuse|cult|boundary violations,101,Drama|Thriller,Cunningham & Maybach Films|FilmHaven Entertainment|BorderLine Films|This Is That Productions,2011-10-21,140,6.6,2011,0.0,3430162.626215625,October,10
3585,tt1675192,0.509532,5000000,3099314,Take Shelter,Michael Shannon|Jessica Chastain|Katy Mixon|Shea Whigham|Ray McKinnon,Jeff Nichols,shelter|end of the world|sanity|apocalypse,120,Thriller|Drama,Hydraulx|REI Capital|Grove Hill Productions|Strange Matter Films,2011-11-25,248,6.9,2011,4846990.212957362,3004468.924976346,November,11
3586,tt1604171,0.506031,8000000,10130000,Prom,Aimee Teegarden|Thomas McDonell|Nicholas Braun|Faith Ford|Danielle Campbell,Joe Nussbaum,single parent|waitress|fountain|friendship|high school,104,Comedy,Walt Disney Pictures|Rickshaw Productions,2011-04-29,78,5.8,2011,7755184.340731779,9820002.171451617,April,4
3587,tt1204340,0.49660200000000004,0,22321,Tyrannosaur,Peter Mullan|Olivia Colman|Eddie Marsan|Paul Popplewell|Samuel Bottomley,Paddy Considine,pub|urination,93,Drama|Romance,WarpX|Inflammable Films,2011-10-07,49,7.1,2011,0.0,21637.933708684253,October,10
3588,tt1680114,0.49530799999999997,0,8452,Snowtown,Lucas Pittaway|Daniel Henshall|Louise Harris|Frank Cwertniak|Matthew Howard,Justin Kurzel,south australia,119,Crime|Drama|Horror|Thriller,South Australian Film Corporation|Screen Australia|Warp Films Australia,2011-05-16,46,6.3,2011,0.0,8193.352255983124,May,5
3589,tt1440266,0.49518,4317946,14624826,Pina,Regina Advento|Malou Airaudo|Ruth Amarante|Pina Bausch|Jorge Puerta,Wim Wenders,one word title|choreographer|choreography|modern dance,106,Documentary,Neue Road Movies|Zweites Deutsches Fernsehen (ZDF)|ARTE|Eurowide Film Production|Recorded Picture Company (RPC),2011-02-24,48,7.2,2011,4185808.4004156776,14177277.697640872,February,2
3590,tt1720619,0.494147,0,0,Neverland,Rhys Ifans|Anna Friel|Charles Dance|Q'orianka Kilcher|Charlie Rowe,Nick Willing,peter pan|growing up,180,Adventure|Fantasy|Family,,2011-12-03,58,5.8,2011,0.0,0.0,December,12
3591,tt2100093,0.493696,0,0,Air Mater,Larry the Cable Guy|Stacy Keach|Keith Ferguson|Jonathan Adams|Jan Rabson,Rob Gibbs,flying|pixar animated short|animation|car|talking car,6,Animation|Family,Pixar Animation Studios,2011-08-04,21,5.8,2011,0.0,0.0,August,8
3592,tt1560671,0.49268900000000004,0,0,Jägarna 2,Rolf Lassgård|Peter Stormare|Annika Nordin|Kim Tjernström|Eero Milonoff,Kjell Sundvall,rural setting|nordic noir,129,Crime|Thriller|Mystery,Filmpool Nord|Sonet Film AB|Harmonica Films,2011-09-15,13,6.3,2011,0.0,0.0,September,9
3593,tt1847645,0.49264600000000003,0,0,Megamind: The Button Of Doom,Will Ferrell|David Cross,Simon J. Smith,,16,Animation|Action|Comedy|Family,DreamWorks Animation,2011-02-25,26,6.2,2011,0.0,0.0,February,2
3594,tt1410051,0.491446,0,0,Retreat,Cillian Murphy|Jamie Bell|Thandie Newton|Jimmy Yuill|Marilyn Mantle,Carl Tibbetts,,89,Thriller,Ripple World Pictures|Magnet Films,2011-10-14,31,5.3,2011,0.0,0.0,October,10
3595,tt1630036,0.48794499999999996,1000000,34522221,Courageous,Alex Kendrick|Ken Bevel|Ben Davies|Kevin Downes|Rusty Martin,Alex Kendrick,father|faith,129,Drama,TriStar Pictures|Provident Films|Affirm Films|Sherwood Pictures|Alabama Production Group,2011-09-30,51,6.7,2011,969398.0425914724,33465773.463310227,September,9
3596,tt1874757,0.48684399999999994,0,0,The Good Witch's Family,Catherine Bell|Chris Potter|Catherine Disher|Noah Cappe|Hannah Endicott-Douglas,Craig Pryce,,85,Drama|Family|Fantasy,The Hallmark Channel|Whizbang Films Inc.,2011-10-29,10,6.1,2011,0.0,0.0,October,10
3597,tt1748207,0.486641,0,0,Sound of My Voice,Brit Marling|Christopher Denham|Nicole Vicius|Davenia McFadden|Kandice Stroh,Zal Batmanglij,journalist|independent film|hand clapping game|cult leader,85,Science Fiction|Drama|Mystery,Skyscraper Films,2011-01-22,46,5.7,2011,0.0,0.0,January,1
3598,tt1701210,0.484734,40000000,5446000,Black Gold,Mark Strong|Antonio Banderas|Freida Pinto|Tahar Rahim|Riz Ahmed,Jean-Jacques Annaud,,130,Adventure|Drama,"France 2 Cinéma|Quinta Communications|Carthago Films S.a.r.l.|Prima TV|Doha Film Institute, The",2011-12-21,55,5.6,2011,38775921.70365889,5279341.739953158,December,12
3599,tt1781781,0.48351700000000003,0,0,Born To Race,Joseph Cross|John Pyper-Ferguson|Brando Eaton|Nicole Badaan|Sherry Stringfield,Alex Ranarivelo,car race,99,Action,American Cinema International|ESX Productions,2011-03-19,27,5.7,2011,0.0,0.0,March,3
3600,tt1855134,0.482803,0,0,Beethoven's Christmas Adventure,Curtis Armstrong|Tom Arnold|John Cleese|Kim Rhodes|Kyle Massey,John Putch,holiday|christmas,90,Comedy|Family,Universal Pictures,2011-11-08,13,5.4,2011,0.0,0.0,November,11
3601,tt1726669,0.482368,10000000,3665069,Killer Joe,Matthew McConaughey|Emile Hirsch|Thomas Haden Church|Gina Gershon|Juno Temple,William Friedkin,female nudity|pedophilia|deal|sexual humiliation|character name in title,102,Drama|Thriller,Voltage pictures|Worldview Entertainment|ANA Media|Picture Perfect (I),2011-09-10,196,6.3,2011,9693980.425914723,3552910.714562685,September,9
3602,tt2033372,0.478285,0,0,Small Fry,Lori Alan|Carlos Alazraqui|Tim Allen|Bob Bergen|Blake Clark,Angus MacLane,fast food restaurant|toys|fast food,7,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,2011-11-23,89,6.8,2011,0.0,0.0,November,11
3603,tt1865543,0.477405,0,0,TRON: The Next Day,Bruce Boxleitner|Jeff Bridges|Paul Dzenkiw|Garrett Hedlund|Dan Shor,Kurt Mattila,revolutinoary,10,Science Fiction|Thriller,Walt Disney Pictures,2011-03-14,26,5.0,2011,0.0,0.0,March,3
3604,tt1464174,0.475663,32000000,83615414,"Big Mommas: Like Father, Like Son",Portia Doubleday|Martin Lawrence|Brandon T. Jackson|Mari Morrow|Faizon Love,John Whitesell,undercover|fbi|sequel|comedy|disguise,107,Crime|Comedy|Action,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|The Collective Studios|Runteldat Entertainment,2011-02-16,223,5.4,2011,31020737.36292712,81056618.6620756,February,2
3605,tt1703199,0.472008,1000000,0,Grave Encounters,Sean Rogerson|Juan Riedinger|Ashleigh Gryzko|Mackenzie Gray|Arthur Corber,Stuart Ortiz|Colin Minihan,camcorder|reality|insane asylum|paranormal|haunting,92,Thriller|Horror,Darclight|Twin Engine Films|Digital Interference Productions,2011-09-09,204,6.0,2011,969398.0425914724,0.0,September,9
3606,tt1716747,0.47072600000000003,350000,0,Hellraiser: Revelations,Steven Brand|Jolene Andersen|Nick Eversman|Jay Gillespie|Stephan Smith Collins,Víctor García,pinhead|demon|puzzle box|cenobites,75,Horror,Puzzlebox Films,2011-10-18,30,2.9,2011,339289.3149070153,0.0,October,10
3607,tt1683043,0.4648850000000001,3500000,0,Green Lantern: Emerald Knights,Nathan Fillion|Jason Isaacs|Elisabeth Moss|Kelly Hu|Arnold Vosloo,Chris Berkeley|Lauren Montgomery|Jay Oliva,superhero|based on comic book|character name in title|super powers|woman director,84,Action|Adventure|Animation|Science Fiction,DC Comics|Warner Bros. Animation|Warner Premiere,2011-04-09,82,6.5,2011,3392893.149070153,0.0,April,4
3608,tt0893412,0.46351000000000003,93,2500000,From Prada to Nada,Camilla Belle|Alexa PenaVega|April Bowlby|Wilmer Valderrama|Nicholas D'Agosto,Angel Gracia,tattoo|cooking|bankrupt|sacrifice|latina,107,Comedy|Drama|Romance,Lewis Gilbert Productions|Lionsgate|Modern VideoFilm,2011-01-28,47,5.2,2011,90.15401796100693,2423495.106478681,January,1
3609,tt1838571,0.45583999999999997,0,0,Juan de los Muertos,Alexis Díaz de Villegas|Jorge Molina|Andrea Duro|Andros Perugorría|Blanca Rosa Blanco,Alejandro Brugués,dark comedy|zombies|splatter|zombie killer,100,Horror|Comedy,Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC)|Televisión Española (TVE)|Canal Sur Televisión|La Zanfoña Producciones|Producciones de la 5ta Avenida,2011-10-14,50,6.2,2011,0.0,0.0,October,10
3610,tt1564349,0.45555500000000004,37000000,95404397,Dolphin Tale,Morgan Freeman|Ashley Judd|Harry Connick Jr.|Nathan Gamble|Kris Kristofferson,Charles Martin Smith,dolphin|boy|animal in title|trap|summer,113,Drama|Family,Alcon Entertainment|Arc Productions,2011-09-23,103,6.6,2011,35867727.57588448,92484835.70641974,September,9
3611,tt1629440,0.451669,0,0,Sharpay's Fabulous Adventure,Ashley Tisdale|Austin Butler|Bradley Steven Perry|Cameron Goodman|Alec Mapa,Michael Lembeck,new york|musical|spin off|broadway show,90,Music,Walt Disney Pictures|Disney Channel|Blondie Girl Productions,2011-04-19,62,5.0,2011,0.0,0.0,April,4
3612,tt1679235,0.45008000000000004,0,0,Mean Girls 2,Jennifer Stone|Maiara Walsh|Nicole Gale Anderson|Tim Meadows|Meaghan Jette Martin,Melanie Mayron,woman director,96,Comedy,Paramount Famous Productions,2011-01-23,156,5.1,2011,0.0,0.0,January,1
3613,tt1441952,0.44935699999999995,0,34564651,Salmon Fishing in the Yemen,Emily Blunt|Ewan McGregor|Kristin Scott Thomas|Rachael Stirling|Amr Waked,Lasse Hallström,bureaucracy|wife husband relationship|desert|salmon|arab,107,Drama,BBC Films|Lionsgate|UK Film Council|CBS Films|Davis Films,2011-09-10,202,6.3,2011,0.0,33506905.022257376,September,9
3614,tt1701976,0.4483,0,0,Urbanized,,Gary Hustwit,designer|urban sprawl|urban|city|trilogy,85,Documentary,,2011-09-09,25,7.3,2011,0.0,0.0,September,9
3615,tt1533749,0.44615,29000000,33662874,Xin shao lin si,Andy Lau|Nicholas Tse|Fan Bingbing|Jackie Chan|Wu Jing,Benny Chan,monk|china|martial arts|kung fu|warlord,131,Action|Drama,Emperor Motion Pictures|China Film Group Corporation (CFGC),2011-01-20,59,6.4,2011,28112543.2351527,32632724.16360337,January,1
3616,tt1590950,0.444626,0,0,Age of Heroes,Sean Bean|Izabella Miko|Danny Dyer|James D'Arcy|Sebastian Street,Adrian Vitoria,,90,Drama|Action|Thriller|War,Matador Pictures|ContentFilm|Giant Films|Regent Capital|Prime Focus,2011-05-19,38,5.6,2011,0.0,0.0,May,5
3617,tt1714208,0.44451899999999994,0,0,The Woman,Pollyanna McIntosh|Sean Bridgers|Angela Bettis|Lauren Ashley Carter|Zach Rand,Lucky McKee,female nudity|wound|suffering|sadism|sequel,102,Horror,Modernciné,2011-10-14,69,5.9,2011,0.0,0.0,October,10
3618,tt1767319,0.440242,4500000,0,In the Name of the King 2: Two Worlds,Dolph Lundgren|Lochlyn Munro|Natassia Malthe|Aleks Paunovic|Christina Jastrzembska,Uwe Boll,prophecy|forest|sword and sorcerery|based on video game|medieval,96,Adventure|Fantasy|Drama|Action,,2011-11-03,28,4.4,2011,4362291.191661625,0.0,November,11
3619,tt1596343,0.436803,125000000,626137675,Fast Five,Vin Diesel|Paul Walker|Dwayne Johnson|Jordana Brewster|Tyrese Gibson,Justin Lin,brazil|fbi|death of a friend|freedom|escape from prison,130,Action|Thriller|Crime,Universal Pictures|Original Film|One Race Productions,2011-04-20,1591,7.1,2011,121174755.32393403,606976636.5377755,April,4
3620,tt1242642,0.434672,500000,0,Judas Kiss,Dennis Bateman|Sean Paul Lockhart|Richard Harmon|Charlie David|Genevieve Buechner,J.T. Tepnapa,gay kiss|film maker|one-night stand|kiss,94,Drama|Science Fiction,TLA Releasing|Blue Seraph Productions,2011-04-01,13,5.9,2011,484699.0212957362,0.0,April,4
3621,tt1683921,0.4345060000000001,2500000,3358,Nuit Blanche,Tomer Sisley|Julien Boisselier|JoeyStarr|Serge Riaboukine|Laurent Stocker, Frédéric Jardin,,98,Action|Comedy|Thriller|Romance,Procirep|Canal+|Film Fund Luxembourg|Centre National de la Cinématographie (CNC)|Media Programme of the European Community,2011-11-14,28,5.9,2011,2423495.106478681,3255.2386270221637,November,11
3622,tt1381418,0.431936,0,0,You May Not Kiss the Bride,Dave Annable|Katharine McPhee|Rob Schneider|Mena Suvari|Tia Carrere,Rob Hedden,,97,Action|Crime|Comedy|Romance,"Showcase Entertainment, Inc.|Luminair Film Productions|Hawaii Film Partners",2011-04-03,34,5.6,2011,0.0,0.0,April,4
3623,tt1714209,0.43132,10000000,303877,In the Land of Blood and Honey,Zana Marjanović|Goran Kostić|Branko Đurić|Dzana Pinjo|Miloš Timotijević,Angelina Jolie,muslim|sister sister relationship|sarajevo|bosnian war of 1992-1995|interracial romance,127,Drama|Romance|War,FilmDistrict,2011-12-23,31,6.6,2011,9693980.425914723,294577.7689885689,December,12
3624,tt1825918,0.43078999999999995,0,0,Phineas and Ferb the Movie: Across the 2nd Dimension,Dee Bradley Baker|Thomas Brodie-Sangster|Laura Dickinson|Bobby Gaylor|Kelly Hu,Dan Povenmire|Robert Hughes,brother brother relationship|monster|one-sided love|secret agent|alternate dimension,78,Animation|Comedy|Family|TV Movie,Walt Disney Pictures|Walt Disney Television Animation,2011-08-05,71,6.7,2011,0.0,0.0,August,8
3625,tt1719071,0.42982600000000004,4000000,355688,Another Happy Day,Ellen Barkin|Ezra Miller|Kate Bosworth|Demi Moore|George Kennedy,Sam Levinson,,119,Comedy|Drama,Filmula,2011-11-18,19,6.1,2011,3877592.1703658896,344803.2509732757,November,11
3626,tt1525890,0.424885,0,0,The Caller,Stephen Moyer|Rachelle Lefevre|Luis Guzmán|Ed Quinn|Lorna Raver,Matthew Parkhill,female nudity|sex scene|female stalker|anonymous telephone call|divorcee,92,Horror|Thriller|Mystery,Head Gear Films|Alcove Entertainment|Pimienta|The Salt Company International|Metrol Technology,2011-08-26,33,5.0,2011,0.0,0.0,August,8
3627,tt1638350,0.42488000000000004,0,0,Le Skylab,Lou Avarez|Julie Delpy|Eric Elmosnino|Aure Atika|Noémie Lvovsky,Julie Delpy,family relationships|comedy|woman director,113,Comedy,The Film,2011-09-19,12,6.3,2011,0.0,0.0,September,9
3628,tt1640484,0.423412,6600000,37710610,Jumping the Broom,Paula Patton|Julie Bowen|Meagan Good|Mike Epps|Angela Bassett,Salim Akil,african american|wedding|class differences|martha's vineyard,112,Comedy,TriStar Pictures|Stage 6 Films|Sony Pictures Worldwide Acquisitions (SPWA)|TDJ Enterprises / New Dimensions Entertainment|Our Stories Films,2011-05-06,37,6.3,2011,6398027.081103718,36556591.51893041,May,5
3629,tt1473063,0.42093,0,0,La Fille du puisatier,Daniel Auteuil|Kad Merad|Sabine Azéma|Jean-Pierre Darroussin|Nicolas Duvauchelle,Daniel Auteuil,,107,Drama|Romance,TF1 Films Production|Canal+|CinéCinéma|Pathé|A.S. Films,2011-04-19,36,6.5,2011,0.0,0.0,April,4
3630,tt1648204,0.42067299999999996,0,0,Lemonade Mouth,Adam Hicks|Hayley Kiyoko|Naomi Scott|Blake Michael|Nick Roux,Patricia Riggen,guitar|cat|narration|musical|violin,106,Family,Martin Chase Productions,2011-04-15,87,6.8,2011,0.0,0.0,April,4
3631,tt1767382,0.4192010000000001,2000000,13101672,Silent House,Elizabeth Olsen|Adam Trese|Eric Sheffer Stevens|Julia Taylor Ross|Adam Barnett,Chris Kentis|Laura Lau,supernatural|remake|suspense|beer bottle|real time,85,Horror|Mystery,Elle Driver|Tazora Films,2011-01-21,63,5.2,2011,1938796.0851829448,12700735.1914755,January,1
3632,tt1416801,0.41825500000000004,0,1188194,Kill the Irishman,Ray Stevenson|Vincent D'Onofrio|Val Kilmer|Christopher Walken|Linda Cardellini,Jonathan Hensleigh,mafia|car explosion|reference to richard nixon|garbage truck|longshoreman,106,Action|Crime|Thriller|Drama,Anchor Bay Films|Dundee Entertainment|Code Entertainment|Sweet William Productions,2011-03-10,81,6.8,2011,0.0,1151832.937818932,March,3
3633,tt1836987,0.417574,0,0,Trishna,Freida Pinto|Riz Ahmed|Roshan Seth|Kalki Koechlin|Anurag Kashyap,Michael Winterbottom,,117,Drama,Revolution Films|Head Gear Films|Film i Väst,2011-09-08,10,5.3,2011,0.0,0.0,September,9
3634,tt1742683,0.41718299999999997,0,0,Too Big to Fail,William Hurt|Paul Giamatti|James Woods|Billy Crudup|Topher Grace,Curtis Hanson,wall street|finances|financial crisis,97,Drama,Spring Creek Productions|Deuce Three Productions|HBO Films,2011-05-22,29,6.9,2011,0.0,0.0,May,5
3635,tt1781775,0.415214,7300000,0,Beneath the Darkness,Dennis Quaid|Tony Oller|Aimee Teegarden|Stephen Lunsford|Devon Werkheiser,Martin Guigui,,96,Thriller,Raincreek Productions,2011-10-21,20,5.4,2011,7076605.7109177485,0.0,October,10
